segment,num_steps,estimated_distance_cm,real_distance_cm,error_cm,error_percentage
combined_0_2_319_248_to_319_477.csv,12,600.0,640.558329048843,40.55832904884301,6.331715194316115
combined_4_6_610_477_to_610_143.csv,17,810.0,934.2641131105397,124.26411311053971,13.3007477614456
combined_8_10_610_143_to_610_477.csv,13,750.0,934.2641131105397,184.2641131105397,19.72291459393111
segment_003_319_477_to_610_477.csv,14,840.0,828.9392133620688,11.060786637931187,1.334330245165998
segment_011_610_477_to_319_477.csv,9,450.0,828.9392133620688,378.9392133620688,45.71375165437536
