timestamp,sensor_type,x,y,z,w
1753148599441,TYPE_MAGNETIC_FIELD,-35.219997,-23.1,-15.36,
1753148599441,TYPE_ACCELEROMETER,-0.399832,1.656788,10.170568,
1753148599441,TYPE_ROTATION_VECTOR,0.078019,-0.069189,-0.799516,0.591524
1753148599441,TYPE_LINEAR_ACCELERATION,0.020887,-0.333339,0.577197,
1753148599441,TYPE_ACCELEROMETER,-0.457293,1.580173,10.263943,
1753148599441,TYPE_ROTATION_VECTOR,0.077984,-0.069085,-0.799527,0.591525
1753148599442,TYPE_LINEAR_ACCELERATION,-0.035903,-0.407938,0.670183,
1753148599442,TYPE_MAGNETIC_FIELD,-35.459999,-22.199999,-15.599999,
1753148599442,TYPE_ACCELEROMETER,-0.517148,1.493982,10.479421,
1753148599442,TYPE_ROTATION_VECTOR,0.077947,-0.068986,-0.799538,0.591527
1753148599442,TYPE_LINEAR_ACCELERATION,-0.095169,-0.492148,0.885277,
1753148599442,TYPE_ACCELEROMETER,-0.560243,1.419762,10.716447,
1753148599442,TYPE_ROTATION_VECTOR,0.079871,-0.067722,-0.790064,0.604014
1753148599442,TYPE_LINEAR_ACCELERATION,-0.124859,-0.575853,1.124869,
1753148599442,TYPE_ACCELEROMETER,-0.682347,1.343147,10.94629,
1753148599442,TYPE_ROTATION_VECTOR,0.079688,-0.067323,-0.790109,0.604024
1753148599443,TYPE_LINEAR_ACCELERATION,-0.245016,-0.644188,1.353083,
1753148599443,TYPE_MAGNETIC_FIELD,-35.219997,-21.6,-15.66,
1753148599443,TYPE_ACCELEROMETER,-0.823605,1.254562,11.362882,
1753148599443,TYPE_ROTATION_VECTOR,0.079808,-0.068922,-0.794542,0.597983
1753148599443,TYPE_LINEAR_ACCELERATION,-0.388263,-0.755512,1.774323,
1753148599443,TYPE_ACCELEROMETER,-0.967257,1.134852,11.683704,
1753148599443,TYPE_ROTATION_VECTOR,0.079753,-0.06879,-0.794557,0.597986
1753148599444,TYPE_LINEAR_ACCELERATION,-0.531201,-0.872538,2.094615,
1753148599444,TYPE_MAGNETIC_FIELD,-35.52,-20.58,-16.08,
1753148599444,TYPE_ACCELEROMETER,-1.106121,1.043872,12.004527,
1753148599444,TYPE_ROTATION_VECTOR,0.079753,-0.06879,-0.794557,0.597986
1753148599473,TYPE_LINEAR_ACCELERATION,-0.670065,-0.963517,2.415438,
1753148599473,TYPE_ACCELEROMETER,-1.256956,1.015141,12.179304,
1753148599473,TYPE_ROTATION_VECTOR,0.081196,-0.071883,-0.794988,0.596854
1753148599473,TYPE_LINEAR_ACCELERATION,-0.832412,-1.056186,2.603306,
1753148599473,TYPE_ACCELEROMETER,-1.400608,1.084573,12.152967,
1753148599473,TYPE_ROTATION_VECTOR,0.081196,-0.071883,-0.794988,0.596854
1753148599474,TYPE_LINEAR_ACCELERATION,-0.976064,-0.986755,2.576969,
1753148599474,TYPE_MAGNETIC_FIELD,-35.759998,-20.219999,-16.379999,
1753148599474,TYPE_ACCELEROMETER,-1.517924,1.290475,11.841722,
1753148599474,TYPE_ROTATION_VECTOR,0.085579,-0.075484,-0.782944,0.611536
1753148599474,TYPE_LINEAR_ACCELERATION,-1.109143,-0.895121,2.290467,
1753148599484,TYPE_ACCELEROMETER,-1.537078,1.616086,11.314998,
1753148599484,TYPE_ROTATION_VECTOR,0.085579,-0.075484,-0.782944,0.611536
1753148599485,TYPE_LINEAR_ACCELERATION,-1.128297,-0.56951,1.763743,
1753148599485,TYPE_MAGNETIC_FIELD,-35.579998,-19.199999,-16.68,
1753148599485,TYPE_ACCELEROMETER,-1.474828,2.037466,10.852917,
1753148599485,TYPE_ROTATION_VECTOR,0.085579,-0.075484,-0.782944,0.611536
1753148599485,TYPE_LINEAR_ACCELERATION,-1.066047,-0.148131,1.301662,
1753148599485,TYPE_ACCELEROMETER,-1.158794,2.231396,10.524911,
1753148599485,TYPE_ROTATION_VECTOR,0.091404,-0.07928,-0.769175,0.627479
1753148599485,TYPE_LINEAR_ACCELERATION,-0.755551,-0.08953,1.0054,
1753148599485,TYPE_ACCELEROMETER,-1.161188,2.497152,9.849746,
1753148599485,TYPE_ROTATION_VECTOR,0.091404,-0.07928,-0.769175,0.627479
1753148599486,TYPE_LINEAR_ACCELERATION,-0.757946,0.176227,0.330235,
1753148599486,TYPE_MAGNETIC_FIELD,-36.18,-18.6,-16.74,
1753148599486,TYPE_ACCELEROMETER,-0.890643,2.542642,9.387665,
1753148599486,TYPE_ROTATION_VECTOR,0.095644,-0.081595,-0.755675,0.642767
1753148599486,TYPE_LINEAR_ACCELERATION,-0.501725,0.127529,-0.108985,
1753148599486,TYPE_ACCELEROMETER,-0.308852,2.049437,9.284714,
1753148599486,TYPE_ROTATION_VECTOR,0.095636,-0.081533,-0.755683,0.642767
1753148599487,TYPE_LINEAR_ACCELERATION,0.080748,-0.364666,-0.212166,
1753148599487,TYPE_LINEAR_ACCELERATION,0.711288,-0.994865,0.247082,
