segment,num_steps,estimated_distance_cm,real_distance_cm,error_cm,error_percentage
combined_0_2_319_248_to_319_477.csv,13,870.0,640.558329048843,229.441670951157,35.81901296824163
combined_4_6_610_477_to_610_143.csv,19,1110.0,934.2641131105397,175.7358868894603,18.810086400981955
combined_8_10_610_143_to_610_477.csv,14,840.0,934.2641131105397,94.26411311053971,10.089664345202847
segment_003_319_477_to_610_477.csv,15,930.0,828.9392133620688,101.06078663793119,12.191579914290926
segment_011_610_477_to_319_477.csv,9,450.0,828.9392133620688,378.9392133620688,45.71375165437536
