timestamp,sensor_type,x,y,z,w
1753148631908,TYPE_ACCELEROMETER,-1.752556,2.152387,7.457938,
1753148631908,TYPE_ROTATION_VECTOR,0.118184,-0.0507,-0.524396,0.841707
1753148631908,TYPE_LINEAR_ACCELERATION,-1.374009,-0.320138,-2.024345,
1753148631908,TYPE_MAGNETIC_FIELD,-36.719997,15.9,-11.04,
1753148631908,TYPE_ACCELEROMETER,-1.714248,2.221819,7.438785,
1753148631909,TYPE_ROTATION_VECTOR,0.119267,-0.051854,-0.52247,0.842681
1753148631909,TYPE_LINEAR_ACCELERATION,-1.349106,-0.280757,-2.036139,
1753148631909,TYPE_ACCELEROMETER,-1.666364,2.303222,7.520187,
1753148631909,TYPE_ROTATION_VECTOR,0.119267,-0.051854,-0.52247,0.842681
1753148631909,TYPE_LINEAR_ACCELERATION,-1.301222,-0.199354,-1.954736,
1753148631909,TYPE_ACCELEROMETER,-1.625663,2.387019,7.687782,
1753148631909,TYPE_MAGNETIC_FIELD,-36.48,15.9,-11.34,
1753148631926,TYPE_ROTATION_VECTOR,0.119267,-0.051854,-0.52247,0.842681
1753148631927,TYPE_LINEAR_ACCELERATION,-1.260521,-0.115557,-1.787141,
1753148631927,TYPE_ACCELEROMETER,-1.553837,2.446874,7.884106,
1753148631928,TYPE_ROTATION_VECTOR,0.118873,-0.053515,-0.520328,0.843957
1753148631966,TYPE_LINEAR_ACCELERATION,-1.226524,-0.06695,-1.589222,
1753148631966,TYPE_ACCELEROMETER,-1.484405,2.458845,8.001422,
1753148631966,TYPE_ROTATION_VECTOR,0.118873,-0.053515,-0.520328,0.843957
1753148631966,TYPE_LINEAR_ACCELERATION,-1.157092,-0.054979,-1.471907,
1753148631967,TYPE_MAGNETIC_FIELD,-36.540001,15.839999,-11.639999,
1753148631967,TYPE_ACCELEROMETER,-1.414973,2.470816,8.099585,
1753148631967,TYPE_ROTATION_VECTOR,0.118024,-0.054662,-0.517976,0.845448
1753148631967,TYPE_LINEAR_ACCELERATION,-1.122347,-0.041594,-1.375254,
1753148631967,TYPE_ACCELEROMETER,-1.316811,2.492364,8.228871,
1753148631967,TYPE_ROTATION_VECTOR,0.118024,-0.054662,-0.517976,0.845448
1753148631967,TYPE_LINEAR_ACCELERATION,-1.024185,-0.020046,-1.245967,
1753148631968,TYPE_LINEAR_ACCELERATION,-0.904475,0.018261,-1.059219,
1753148631968,TYPE_MAGNETIC_FIELD,-36.84,15.719999,-11.82,
1753148631968,TYPE_ROTATION_VECTOR,0.118024,-0.054662,-0.517976,0.845448
1753148631968,TYPE_ACCELEROMETER,-1.197101,2.530671,8.415619,
1753148631968,TYPE_ACCELEROMETER,-1.070208,2.542642,8.537724,
1753148631968,TYPE_ROTATION_VECTOR,0.116838,-0.055249,-0.51542,0.847136
1753148631968,TYPE_LINEAR_ACCELERATION,-0.80705,0.04284,-0.941313,
1753148631968,TYPE_ACCELEROMETER,-0.907402,2.571373,8.714894,
1753148631968,TYPE_ROTATION_VECTOR,0.116838,-0.055249,-0.51542,0.847136
1753148631968,TYPE_LINEAR_ACCELERATION,-0.644244,0.07157,-0.764142,
1753148631968,TYPE_MAGNETIC_FIELD,-37.139999,15.66,-11.759999,
1753148631968,TYPE_ACCELEROMETER,-0.830788,2.588132,8.865729,
1753148631969,TYPE_ROTATION_VECTOR,0.115162,-0.056081,-0.513164,0.848679
1753148631969,TYPE_LINEAR_ACCELERATION,-0.605201,0.106774,-0.61912,
1753148631969,TYPE_ACCELEROMETER,-0.730232,2.616863,9.088389,
1753148631969,TYPE_ROTATION_VECTOR,0.115162,-0.056081,-0.513164,0.848679
1753148631969,TYPE_LINEAR_ACCELERATION,-0.504645,0.135504,-0.39646,
1753148631969,TYPE_MAGNETIC_FIELD,-36.84,15.719999,-11.7,
1753148631969,TYPE_ACCELEROMETER,-0.629675,2.628834,9.232041,
1753148631969,TYPE_ROTATION_VECTOR,0.115269,-0.055957,-0.513179,0.848663
1753148631970,TYPE_LINEAR_ACCELERATION,-0.400881,0.146962,-0.252596,
1753148631970,TYPE_ACCELEROMETER,-0.577003,2.647987,9.323022,
1753148631970,TYPE_ROTATION_VECTOR,0.113496,-0.05723,-0.511546,0.849802
1753148631970,TYPE_LINEAR_ACCELERATION,-0.392159,0.182102,-0.166742,
1753148631970,TYPE_ACCELEROMETER,-0.565032,2.662352,9.411607,
1753148631970,TYPE_ROTATION_VECTOR,0.113812,-0.056898,-0.511586,0.849759
1753148631970,TYPE_LINEAR_ACCELERATION,-0.371343,0.194588,-0.077493,
1753148631970,TYPE_MAGNETIC_FIELD,-36.66,15.839999,-11.94,
1753148631970,TYPE_ACCELEROMETER,-0.579397,2.671929,9.478644,
1753148631970,TYPE_ROTATION_VECTOR,0.11229,-0.058067,-0.510569,0.850493
1753148631971,TYPE_LINEAR_ACCELERATION,-0.423543,0.21735,-0.014571,
1753148631971,TYPE_ACCELEROMETER,-0.617704,2.705448,9.581595,
1753148631971,TYPE_ROTATION_VECTOR,0.11279,-0.057582,-0.510627,0.850425
1753148631971,TYPE_LINEAR_ACCELERATION,-0.448541,0.247459,0.089491,
1753148631971,TYPE_ACCELEROMETER,-0.672771,2.688689,9.65821,
1753148631985,TYPE_MAGNETIC_FIELD,-36.540001,15.599999,-11.94,
1753148631985,TYPE_ROTATION_VECTOR,0.113359,-0.05704,-0.510691,0.850348
1753148631985,TYPE_LINEAR_ACCELERATION,-0.488651,0.226743,0.167408,
1753148631985,TYPE_ACCELEROMETER,-0.679953,2.63841,9.73243,
1753148631985,TYPE_ROTATION_VECTOR,0.112198,-0.057679,-0.510318,0.850683
1753148631986,TYPE_LINEAR_ACCELERATION,-0.519311,0.189117,0.237928,
1753148631986,TYPE_ACCELEROMETER,-0.730232,2.588132,9.842564,
1753148631986,TYPE_ROTATION_VECTOR,0.112891,-0.056996,-0.510398,0.850589
1753148631986,TYPE_LINEAR_ACCELERATION,-0.55098,0.134229,0.349586,
1753148631986,TYPE_MAGNETIC_FIELD,-36.419998,16.02,-11.82,
1753148631986,TYPE_ACCELEROMETER,-0.749385,2.568978,10.014946,
1753148631986,TYPE_ROTATION_VECTOR,0.11174,-0.057381,-0.510322,0.850761
1753148631986,TYPE_LINEAR_ACCELERATION,-0.588436,0.130124,0.517763,
1753148631986,TYPE_ACCELEROMETER,-0.758962,2.533065,10.208876,
1753148631986,TYPE_ROTATION_VECTOR,0.112533,-0.0565,-0.510426,0.850653
1753148631987,TYPE_LINEAR_ACCELERATION,-0.575027,0.08993,0.713211,
1753148631987,TYPE_MAGNETIC_FIELD,-36.239998,16.440001,-11.28,
1753148631987,TYPE_ACCELEROMETER,-0.718261,2.540248,10.388441,
1753148631987,TYPE_ROTATION_VECTOR,0.113297,-0.055562,-0.510537,0.850546
1753148631988,TYPE_LINEAR_ACCELERATION,-0.510668,0.093861,0.894102,
1753148631988,TYPE_ACCELEROMETER,-0.6608,2.545036,10.520123,
1753148631988,TYPE_ROTATION_VECTOR,0.111986,-0.05621,-0.510663,0.850601
1753148631988,TYPE_LINEAR_ACCELERATION,-0.476917,0.113773,1.02141,
1753148631988,TYPE_ACCELEROMETER,-0.591368,2.528277,10.579977,
1753148631988,TYPE_ROTATION_VECTOR,0.112464,-0.05552,-0.510745,0.850534
1753148631989,TYPE_LINEAR_ACCELERATION,-0.390946,0.09602,1.081854,
1753148631989,TYPE_MAGNETIC_FIELD,-36.18,16.619999,-10.98,
1753148631989,TYPE_ACCELEROMETER,-0.517148,2.48997,10.644621,
1753148631989,TYPE_ROTATION_VECTOR,0.11127,-0.056489,-0.511105,0.850411
1753148631989,TYPE_LINEAR_ACCELERATION,-0.343933,0.067775,1.143392,
1753148631989,TYPE_ACCELEROMETER,-0.42138,2.418144,10.472239,
1753148631989,TYPE_ROTATION_VECTOR,0.111546,-0.055982,-0.511166,0.850372
1753148631990,TYPE_LINEAR_ACCELERATION,-0.236758,-0.003537,0.971093,
1753148631990,TYPE_MAGNETIC_FIELD,-35.639999,17.459999,-10.74,
1753148631990,TYPE_ACCELEROMETER,-0.418985,2.413355,10.601525,
1753148631990,TYPE_ROTATION_VECTOR,0.111733,-0.055561,-0.511217,0.850344
1753148631990,TYPE_LINEAR_ACCELERATION,-0.22532,-0.007226,1.10028,
1753148631990,TYPE_ACCELEROMETER,-0.476446,2.408567,10.599131,
1753148631990,TYPE_ROTATION_VECTOR,0.110688,-0.056568,-0.511837,0.850042
1753148631991,TYPE_LINEAR_ACCELERATION,-0.308375,-0.00472,1.095542,
1753148631991,TYPE_ACCELEROMETER,-0.45011,2.394202,10.498574,
1753148631991,TYPE_ROTATION_VECTOR,0.110795,-0.056233,-0.511878,0.850025
1753148631991,TYPE_LINEAR_ACCELERATION,-0.275275,-0.017504,0.994707,
1753148631991,TYPE_MAGNETIC_FIELD,-35.399998,17.699999,-10.98,
1753148631991,TYPE_ACCELEROMETER,-0.497994,2.422932,10.354922,
1753148631991,TYPE_ROTATION_VECTOR,0.110182,-0.057382,-0.512741,0.849508
1753148631992,TYPE_LINEAR_ACCELERATION,-0.346018,0.010062,0.850958,
1753148631992,TYPE_ACCELEROMETER,-0.553061,2.480393,10.204087,
1753148631992,TYPE_ROTATION_VECTOR,0.110276,-0.057056,-0.512781,0.849494
1753148631992,TYPE_LINEAR_ACCELERATION,-0.394609,0.069216,0.699799,
1753148632003,TYPE_ACCELEROMETER,-0.567426,2.540248,10.002975,
1753148632003,TYPE_MAGNETIC_FIELD,-35.459999,17.879999,-11.219999,
1753148632003,TYPE_ROTATION_VECTOR,0.110384,-0.056723,-0.512822,0.849477
1753148632004,TYPE_LINEAR_ACCELERATION,-0.402228,0.130609,0.49841,
1753148632004,TYPE_ACCELEROMETER,-0.557849,2.652776,9.811439,
1753148632004,TYPE_ROTATION_VECTOR,0.110179,-0.057869,-0.513846,0.848807
1753148632004,TYPE_LINEAR_ACCELERATION,-0.410837,0.235303,0.308565,
1753148632004,TYPE_ACCELEROMETER,-0.682347,2.825158,9.706094,
1753148632004,TYPE_ROTATION_VECTOR,0.110392,-0.057488,-0.513892,0.848778
1753148632005,TYPE_LINEAR_ACCELERATION,-0.526709,0.407997,0.203279,
1753148632005,TYPE_MAGNETIC_FIELD,-35.639999,17.879999,-11.4,
1753148632005,TYPE_ACCELEROMETER,-0.732626,3.0143,9.536105,
1753148632005,TYPE_ROTATION_VECTOR,0.110036,-0.058783,-0.515245,0.847915
1753148632005,TYPE_LINEAR_ACCELERATION,-0.598233,0.590312,0.034704,
1753148632005,TYPE_ACCELEROMETER,-0.782904,3.110068,9.485827,
1753148632005,TYPE_ROTATION_VECTOR,0.110483,-0.058361,-0.515295,0.847856
1753148632005,TYPE_LINEAR_ACCELERATION,-0.636788,0.68299,-0.014611,
1753148632005,TYPE_MAGNETIC_FIELD,-36.299999,17.58,-11.7,
1753148632005,TYPE_ACCELEROMETER,-0.723049,3.074155,9.478644,
1753148632005,TYPE_ROTATION_VECTOR,0.111032,-0.057948,-0.515342,0.847783
1753148632005,TYPE_LINEAR_ACCELERATION,-0.564328,0.642219,-0.02035,
1753148632005,TYPE_ACCELEROMETER,-0.490811,2.813187,9.433155,
1753148632006,TYPE_ROTATION_VECTOR,0.109348,-0.060206,-0.517268,0.846671
1753148632006,TYPE_LINEAR_ACCELERATION,-0.381223,0.386542,-0.067885,
1753148632006,TYPE_ACCELEROMETER,-0.237026,2.482787,9.481039,
1753148632006,TYPE_ROTATION_VECTOR,0.109976,-0.059766,-0.517319,0.84659
1753148632006,TYPE_LINEAR_ACCELERATION,-0.113555,0.050281,-0.018332,
1753148632006,TYPE_MAGNETIC_FIELD,-36.779999,17.1,-11.88,
1753148632006,TYPE_ACCELEROMETER,0.047884,2.164358,9.825804,
1753148632006,TYPE_ROTATION_VECTOR,0.104632,-0.062487,-0.519789,0.845557
1753148632007,TYPE_LINEAR_ACCELERATION,0.078297,-0.207919,0.31046,
1753148632007,TYPE_ACCELEROMETER,0.385466,1.944092,10.424355,
1753148632007,TYPE_ROTATION_VECTOR,0.104705,-0.062414,-0.519798,0.845548
1753148632007,TYPE_LINEAR_ACCELERATION,0.417857,-0.428638,0.909131,
1753148632007,TYPE_MAGNETIC_FIELD,-37.200001,16.799999,-12.12,
1753148632007,TYPE_ACCELEROMETER,0.840365,1.735796,11.353305,
1753148632007,TYPE_ROTATION_VECTOR,0.104709,-0.06239,-0.519801,0.845548
1753148632007,TYPE_LINEAR_ACCELERATION,0.873195,-0.636772,1.838042,
1753148632007,TYPE_ACCELEROMETER,1.218649,1.647211,12.260707,
1753148632007,TYPE_ROTATION_VECTOR,0.09698,-0.063075,-0.522379,0.844829
1753148632008,TYPE_LINEAR_ACCELERATION,1.167119,-0.605984,2.716555,
1753148632008,TYPE_ACCELEROMETER,1.474828,1.623269,12.887988,
1753148632008,TYPE_ROTATION_VECTOR,0.096979,-0.063075,-0.522379,0.84483
1753148632008,TYPE_LINEAR_ACCELERATION,1.423286,-0.629896,3.343828,
1753148632008,TYPE_MAGNETIC_FIELD,-37.98,16.799999,-11.94,
1753148632008,TYPE_ACCELEROMETER,1.601721,1.577779,13.28782,
1753148632008,TYPE_ROTATION_VECTOR,0.091525,-0.059877,-0.525317,0.843848
1753148632008,TYPE_LINEAR_ACCELERATION,1.553709,-0.553941,3.715785,
1753148632008,TYPE_ACCELEROMETER,1.671153,1.347936,13.405135,
1753148632008,TYPE_ROTATION_VECTOR,0.091525,-0.059877,-0.525317,0.843848
1753148632019,TYPE_LINEAR_ACCELERATION,1.623141,-0.783785,3.8331,
1753148632020,TYPE_MAGNETIC_FIELD,-37.919998,16.68,-11.52,
1753148632020,TYPE_ACCELEROMETER,1.381454,1.266533,13.026852,
1753148632020,TYPE_ROTATION_VECTOR,0.091525,-0.059877,-0.525317,0.843848
1753148632020,TYPE_LINEAR_ACCELERATION,1.333443,-0.865188,3.454817,
1753148632020,TYPE_ACCELEROMETER,0.981623,1.163582,12.356475,
1753148632020,TYPE_ROTATION_VECTOR,0.090188,-0.055117,-0.529087,0.841959
1753148632020,TYPE_LINEAR_ACCELERATION,1.007346,-0.897707,2.76894,
1753148632020,TYPE_ACCELEROMETER,0.73502,1.051055,11.674128,
1753148632020,TYPE_ROTATION_VECTOR,0.090188,-0.055117,-0.529087,0.841959
1753148632021,TYPE_LINEAR_ACCELERATION,0.760743,-1.010235,2.086593,
1753148632021,TYPE_MAGNETIC_FIELD,-38.279999,16.859999,-11.34,
1753148632021,TYPE_ACCELEROMETER,0.557849,1.01993,11.334151,
1753148632021,TYPE_ROTATION_VECTOR,0.091243,-0.051743,-0.532941,0.839626
1753148632021,TYPE_LINEAR_ACCELERATION,0.659503,-1.023504,1.743299,
1753148632021,TYPE_ACCELEROMETER,0.282516,1.082179,11.042058,
1753148632021,TYPE_ROTATION_VECTOR,0.091243,-0.051743,-0.532941,0.839626
1753148632021,TYPE_LINEAR_ACCELERATION,0.38417,-0.961255,1.451206,
1753148632021,TYPE_MAGNETIC_FIELD,-38.700001,17.16,-11.52,
1753148632021,TYPE_ACCELEROMETER,0.076614,1.130063,10.773908,
1753148632021,TYPE_ROTATION_VECTOR,0.091243,-0.051743,-0.532941,0.839626
1753148632022,TYPE_LINEAR_ACCELERATION,0.178269,-0.913371,1.183056,
1753148632022,TYPE_ACCELEROMETER,-0.052672,1.151611,10.383653,
1753148632022,TYPE_ROTATION_VECTOR,0.093288,-0.050697,-0.536416,0.837248
1753148632022,TYPE_LINEAR_ACCELERATION,0.096292,-0.913673,0.7981,
1753148632022,TYPE_ACCELEROMETER,-0.1652,1.165976,9.964667,
1753148632022,TYPE_ROTATION_VECTOR,0.093288,-0.050697,-0.536416,0.837248
1753148632023,TYPE_LINEAR_ACCELERATION,-0.016236,-0.899307,0.379115,
1753148632023,TYPE_MAGNETIC_FIELD,-38.939999,17.16,-11.639999,
1753148632023,TYPE_ACCELEROMETER,-0.169988,1.233014,9.488221,
1753148632023,TYPE_ROTATION_VECTOR,0.097322,-0.051015,-0.538777,0.835252
1753148632024,TYPE_LINEAR_ACCELERATION,0.022706,-0.900395,-0.081618,
1753148632024,TYPE_ACCELEROMETER,-0.201113,1.33357,9.045294,
1753148632024,TYPE_ROTATION_VECTOR,0.097253,-0.051006,-0.538779,0.835259
1753148632024,TYPE_LINEAR_ACCELERATION,-0.009008,-0.798633,-0.524826,
1753148632024,TYPE_MAGNETIC_FIELD,-39.360001,17.34,-12.36,
1753148632024,TYPE_ACCELEROMETER,-0.117316,1.450886,8.714894,
1753148632024,TYPE_ROTATION_VECTOR,0.097094,-0.050982,-0.538783,0.835276
1753148632024,TYPE_LINEAR_ACCELERATION,0.073487,-0.678502,-0.855879,
1753148632024,TYPE_ACCELEROMETER,-0.067038,1.534683,8.408437,
1753148632024,TYPE_ROTATION_VECTOR,0.101742,-0.051904,-0.540136,0.833791
1753148632025,TYPE_LINEAR_ACCELERATION,0.162007,-0.67901,-1.142347,
1753148632025,TYPE_ACCELEROMETER,0.02873,1.697489,8.180987,
1753148632025,TYPE_ROTATION_VECTOR,0.101408,-0.051857,-0.540145,0.833829
1753148632025,TYPE_LINEAR_ACCELERATION,0.254967,-0.510332,-1.371224,
1753148632048,TYPE_MAGNETIC_FIELD,-39.66,17.4,-12.66,
